"Sample","mineral","grainsize","etch_depth_um","a_value","a_value_err","Rn_loss","latitude","longitude","altitude_m","depth_m","grain_min","grain_max","water_percent","water_err","U_ppm","U_err","Th_ppm","Th_err","K_percent","K_err","cosmicray","cosmicray_err","internal","internal_err","external_alpha","external_alpha_err","external_beta","external_beta_err","external_gamma","external_gamma_err","external_total","external_total_err","doserate_Gyperka","doserate_err"
"4371","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,1.8,4,11,22.1,5,2.841,0.148,12.13,0.613,1.9,0.097,0.168227717303532,0.0168227717303532,0.0361502366487321,0.0135530658321565,0.812173829083749,0.146247480267141,1.76494593274313,0.108639239197014,1.09885202166238,0.0605312802894266,3.67597178348926,0.191976159122092,3.88034973744153,0.193187828067436
"4374","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,3,4,11,18.6,5,3.073,0.157,12.6,0.634,1.95,0.1,0.143572679930131,0.0143572679930131,0.0361502366487321,0.0135530658321565,0.894968822057545,0.161624699709708,1.89729996620595,0.119222418920111,1.18538282564932,0.0666293876557238,3.97765161391282,0.211603412138823,4.15737453049168,0.212522518257399
"4451","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,5,4,11,18.6,5,2.97,0.152,11.88,0.598,1.93,0.099,0.112032351819187,0.0112032351819187,0.0361502366487321,0.0135530658321565,0.853769850795739,0.15414768347451,1.85660311151186,0.116972224722918,1.14318669350847,0.0642572896745104,3.85355965581606,0.203894602560981,4.00174224428398,0.204651428105187
"4452","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,5.4,4,11,20,5,2.854,0.147,11.36,0.574,1.89,0.097,0.10687150414422,0.010687150414422,0.0361502366487321,0.0135530658321565,0.805097701991769,0.145137318609098,1.78051801079064,0.111378355899775,1.08926319218241,0.0607335052505488,3.67487890496482,0.192765500222406,3.81790064575777,0.193536660231145
"4380","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,8.7,4,11,36.3,5,2.989,0.151,12.06,0.605,1.87,0.094,0.0745749562418158,0.00745749562418158,0.0361502366487321,0.0135530658321565,0.714770308852007,0.126865210999106,1.54628013169502,0.0871049315268298,0.977056626727589,0.0493678583984744,3.23810706727461,0.161614468105405,3.34883226016516,0.162353121729853
"4453","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,9.2,4,11,22.1,5,3.184,0.163,11.66,0.59,1.75,0.09,0.0709169359069078,0.00709169359069078,0.0361502366487321,0.0135530658321565,0.840304558446996,0.151131698547572,1.6997082245152,0.103786837877256,1.08149527932649,0.0593427847563606,3.62150806228868,0.192702008617123,3.72857523484432,0.193308152535036
"4367","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,11,4,11,21.3,5,2.571,0.132,9.65,0.488,1.62,0.083,0.0596580034170201,0.00596580034170201,0.0361502366487321,0.0135530658321565,0.693261518617668,0.124776804885476,1.51885748491792,0.0939980138242735,0.930367068441126,0.0513663448650047,3.14248607197671,0.164448712445938,3.23829431204246,0.165114067820688
"4454","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,12.1,4,11,25.1,5,2.707,0.141,10.5,0.533,1.64,0.084,0.0539913671433114,0.00539913671433114,0.0361502366487321,0.0135530658321565,0.711579235805503,0.127592215216242,1.50839291476104,0.0908720430394065,0.946525728147791,0.0511252739692996,3.16649787871434,0.164776500837891,3.25663948250638,0.165421073322266
"4377","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,15.2,4,11,21,5,2.6,0.134,10.01,0.507,1.65,0.085,0.0416129063866928,0.00416129063866928,0.0361502366487321,0.0135530658321565,0.712672564194154,0.128318633334207,1.55333156182815,0.0964619684740919,0.955568016782314,0.0529312676790792,3.22157214280462,0.169033434919751,3.29933528584005,0.169626955564262
"4372","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,19.2,4,11,30.9,5,2.798,0.143,10.47,0.528,1.54,0.08,0.0308898369669202,0.00308898369669202,0.0361502366487321,0.0135530658321565,0.679182557037094,0.121081144696901,1.38071407221071,0.0802746764947319,0.888228151391005,0.0463159540228469,2.94812478063881,0.152478965383728,3.01516485425447,0.153111274236163
"4455","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,23,4,11,35,5,6.767,0.34,12.92,0.65,1.69,0.085,0.0240208061442514,0.00240208061442514,0.0361502366487321,0.0135530658321565,1.18496633203534,0.221369090556381,1.85711371381392,0.101088697389306,1.28675096497498,0.0652287711102916,4.32883101082425,0.251948390695763,4.38900205361723,0.252324091515086
"4370","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,27,4,11,24,5,2.51,0.13,9.43,0.48,1.75,0.09,0.0189272171766118,0.00189272171766118,0.0361502366487321,0.0135530658321565,0.656974979207123,0.117935158781956,1.54802243939512,0.0951258867208347,0.919716551507538,0.0501064315980892,3.12471397010978,0.159587877010894,3.17979142393513,0.160173526145227
"4456","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,29.9,4,11,34,5,2.384,0.124,9.94,0.503,1.53,0.079,0.0161482446323497,0.00161482446323497,0.0361502366487321,0.0135530658321565,0.593352849515513,0.105623917744192,1.28583787884013,0.0741252939660441,0.812077832228308,0.0418222734805173,2.69126856058395,0.135646871560916,2.74356704186503,0.136331826862847
"4457","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,31.3,4,11,34.4,5,2.632,0.137,10.87,0.551,1.62,0.083,0.0150114953839359,0.00150114953839359,0.0361502366487321,0.0135530658321565,0.649182235614504,0.115514186429769,1.37403737910288,0.078579826791686,0.877615072980117,0.0450582096687333,2.9008346876975,0.146794273402249,2.95199641973017,0.147426245109484
"4375","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,33,4,11,29.8,5,2.482,0.127,10.06,0.507,1.56,0.079,0.0137783150343498,0.00137783150343498,0.0361502366487321,0.0135530658321565,0.635040136016776,0.113343603636973,1.36509057593383,0.079827322675518,0.859180724330457,0.0450618010137857,2.85931143628106,0.145772905032323,2.90923998796414,0.146408073051541
"4369","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,38.3,4,11,26.9,5,2.706,0.141,9.79,0.496,1.56,0.081,0.0107404942658048,0.00107404942658048,0.0361502366487321,0.0135530658321565,0.673417891707259,0.120587509973282,1.42074393308706,0.0849319928790453,0.890145715029158,0.0475585525309845,2.98430753982348,0.154972923102086,3.03119827073802,0.155568139637995
"4459","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,40,4,11,25.1,5,2.762,0.14,10.56,0.531,1.6,0.081,0.00996709620886012,0.000996709620886012,0.0361502366487321,0.0135530658321565,0.72067552501482,0.12912934975233,1.4913082397898,0.0891693897767512,0.945781641189917,0.0508477128714155,3.15776540599454,0.164957748968855,3.20388273885213,0.165516579134511
"4460","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,43.1,4,11,30.6,5,2.539,0.13,10.79,0.544,1.8,0.092,0.00874651702978726,0.000874651702978726,0.0361502366487321,0.0135530658321565,0.660740858877476,0.117946883536238,1.51404889030781,0.0891744248534832,0.928575071913644,0.0486445305527627,3.10336482109893,0.155659358011522,3.14826157477745,0.156250716304315
"4373","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,48.8,4,11,25.1,5,2.789,0.143,9.92,0.501,1.8,0.092,0.00699510807541663,0.000699510807541663,0.0361502366487321,0.0135530658321565,0.701733609378896,0.125863517394121,1.60275909536435,0.0971985757879493,0.963038393954002,0.0519061430360621,3.26753109869725,0.167282503062651,3.31067644342139,0.167832090911502
"4381","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,52.1,4,11,23.7,5,2.906,0.148,10.32,0.519,1.81,0.091,0.00619957473005666,0.000619957473005666,0.0361502366487321,0.0135530658321565,0.74192593105142,0.133238380656098,1.65182970982973,0.100187461893963,1.00255144940087,0.0543143287034444,3.39630709028203,0.175328377346964,3.43865690166081,0.175852522995374
"4368","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,60,4,11,28.3,5,3.003,0.158,11.64,0.594,1.74,0.092,0.00474452046018747,0.000474452046018747,0.0361502366487321,0.0135530658321565,0.762513608059038,0.136349294732191,1.57691011849782,0.0939400565233678,1.00578503273805,0.0535631885594844,3.34520875929491,0.17402551411284,3.38610351640383,0.174553115871453
"4379","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,62.7,4,11,42.9,5,2.745,0.14,10.61,0.534,1.55,0.078,0.00435641197063585,0.000435641197063585,0.0361502366487321,0.0135530658321565,0.603248403087504,0.106601297058901,1.24860345413332,0.0676965926165568,0.80884719218836,0.0395608304740954,2.66069904940918,0.132331872556585,2.70120569802855,0.133024809231344
"4376","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,65,4,11,42.6,5,2.841,0.146,12.1,0.612,2.04,0.104,0.00405973132521756,0.000405973132521756,0.0361502366487321,0.0135530658321565,0.658917376831345,0.116626980219744,1.54228511950958,0.0857318196082169,0.948564793624297,0.0467965050463543,3.14976728996523,0.15212399644062,3.18997725793918,0.152727079133665
"4366","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,69,4,11,42.5,5,8.222,0.414,21.39,1.074,3.39,0.171,0.00360688849027277,0.000360688849027277,0.0361502366487321,0.0135530658321565,1.5081353017257,0.27112867280535,2.91577382349676,0.156352112904409,1.88272185921186,0.0914712031292299,6.30663098443432,0.326073184160814,6.34638810957332,0.326354925071875
"4382","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,69,4,11,62.5,5,2.572,0.132,10.45,0.527,1.82,0.093,0.00360688849027277,0.000360688849027277,0.0361502366487321,0.0135530658321565,0.492096515760755,0.0861861237191907,1.18160242688112,0.061014999085198,0.726908379562044,0.033021450065541,2.40060732220392,0.11064038231829,2.44036444734292,0.111467976968428
"4378","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,70.1,4,11,24.9,5,3.174,0.161,10.81,0.544,2.09,0.105,0.00349467405502698,0.000349467405502698,0.0361502366487321,0.0135530658321565,0.783548803661167,0.140663902130668,1.84293672725166,0.111556719707456,1.08804402349166,0.0585407713174181,3.71452955440448,0.188833940225141,3.75417446510824,0.189320006079311
"4365","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,72.2,4,11,24,5,2.782,0.143,12.83,0.648,2.7,0.136,0.0032934680989379,0.00032934680989379,0.0361502366487321,0.0135530658321565,0.812327881500248,0.146296454984482,2.23233023218934,0.1387538187125,1.25833118718593,0.0689017366497042,4.30298930087552,0.213079150227499,4.34243300562319,0.213509995841986
"LUM-2307","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,1.5,4,11,20,10,3.471,0.176,11.12,0.56,1.94,0.099,0.175208919112652,0.0175208919112652,0.0361502366487321,0.0135530658321565,0.879341616803423,0.181698176572756,1.87815917044135,0.200092876960858,1.14620667752443,0.11192427471195,3.9037074647692,0.292537912158636,4.11506662053058,0.29337535223149
"LUM-2308","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,4.3,4,11,20,10,4.107,0.21,13.88,0.701,1.83,0.094,0.121908881059722,0.0121908881059722,0.0361502366487321,0.0135530658321565,1.06721256692838,0.220242859136975,1.94037108428552,0.205669731892214,1.28984087947883,0.126015147018774,4.29742453069273,0.326629412171666,4.45548364840119,0.327137702262933
"LUM-2317","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,6.6,4,11,20,10,3.65,0.184,12.73,0.639,1.81,0.091,0.0932141706147063,0.00932141706147063,0.0361502366487321,0.0135530658321565,0.963064571817548,0.198565206211063,1.85032398582677,0.19612469553893,1.19912133550489,0.117031977240311,4.01250989314921,0.302637606742217,4.14187430041265,0.303084304153384
"LUM-2318","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,9.6,4,11,20,10,3.107,0.158,12.33,0.62,1.83,0.092,0.0681701251702199,0.00681701251702199,0.0361502366487321,0.0135530658321565,0.875096459208433,0.180321163204403,1.79212822895493,0.190489074933052,1.13808599348534,0.111197939526778,3.80531068164871,0.284897861212119,3.90963104346766,0.285301504686442
"LUM-2310","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,12.6,4,11,25,10,3.691,0.189,13.34,0.673,1.72,0.088,0.0516667945407822,0.00516667945407823,0.0361502366487321,0.0135530658321565,0.937108272674782,0.189941183096163,1.724434419449,0.175062797314992,1.15483564202335,0.108351970451237,3.81637833414712,0.280115664575164,3.90419536533664,0.280490936948803
"LUM-2311","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,13.8,4,11,25,10,3.306,0.168,12.17,0.613,1.76,0.089,0.0466391856765893,0.00466391856765893,0.0361502366487321,0.0135530658321565,0.847112552938555,0.171645042308337,1.68266132082016,0.171136385281386,1.08531968871595,0.101771630571365,3.61509356247467,0.262882383786674,3.69788298479999,0.263272834594116
"LUM-2309","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,17.8,4,11,25,10,3.141,0.161,10.57,0.536,1.56,0.081,0.0341384272315795,0.00341384272315795,0.0361502366487321,0.0135530658321565,0.770089688393645,0.156298129454164,1.51003791106356,0.153886013986824,0.972193618677043,0.0912280945213938,3.25232121813425,0.237555416275083,3.32260988201456,0.237966207090875
"LUM-2312","fsp","fine",0,0.09,0.02,0,50.5,7.1,147,22.4,4,11,30,10,2.584,0.134,10.3,0.523,1.34,0.07,0.0249497955435013,0.00249497955435013,0.0361502366487321,0.0135530658321565,0.654013410648052,0.130618301971027,1.25013315593319,0.122363472283415,0.833869746646796,0.075425173933961,2.73801631322804,0.194223883757937,2.79911634542027,0.194712165871689
