"Time_ka","alphaflux","a_U238","a_U234","a_Th230","r234_238","r230_234","Dr238_alpha","Dr238_beta","Dr238_gamma","Dr238","Dr234_alpha","Dr234_beta","Dr234_gamma","Dr234","Dr230_alpha","Dr230_beta","Dr230_gamma","Dr230","Dr_U238chain_alpha","Dr_U238chain_beta","Dr_U238chain_gamma","Dr_U238chain_total","Dr_U235","Dr_Th232","Dr.cosmic","Dr_total","De"
563,25390.8030224045,8.27562292,11.2349759185836,12.3808616549788,1.35759882092157,1.10199271851574,0.01960349248,0.036716,0.0005695,0.05688899248,0.0318354594952611,0.000636713847012218,4.54795605008727e-05,0.0325176529027742,0.274099580471349,0.0866041537189095,0.0540774779298051,0.414781212120064,0.325538532446611,0.123956867565922,0.054692457490306,0.504187857502838,0.01367513952,0.0019040976624,0.051,0.570767094685238,342.620312213384
564,25370.8050604748,8.27562292,11.2266407301349,12.3703472720238,1.35659162321221,1.10187433350556,0.01960349248,0.036716,0.0005695,0.05688899248,0.031811840881731,0.000636241471286524,4.54458193776089e-05,0.0324935281723951,0.273866802815224,0.0865306055876836,0.054031552910365,0.414428961313272,0.325282136176955,0.12388284705897,0.0546464987297426,0.503811481965667,0.01367513952,0.0019040976624,0.051,0.570390719148067,343.19089124694
565,25350.8468752436,8.27562292,11.2183290182254,12.3598529197454,1.35558726233329,1.10175525246812,0.01960349248,0.036716,0.0005695,0.05688899248,0.0317882887913884,0.000635770426034312,4.54121732881652e-05,0.0324694713907109,0.273634468617734,0.0864571975710828,0.0539857153814805,0.414077381570298,0.325026249889123,0.123808967997117,0.0546006275547687,0.503435845441009,0.01367513952,0.0019040976624,0.051,0.570015082623409,343.761094274024
566,25330.9285059737,8.27562292,11.210040716732,12.3493786293446,1.35458573029473,1.10163548388473,0.01960349248,0.036716,0.0005695,0.05688899248,0.031764803036867,0.000635300707508228,4.53786219648735e-05,0.0324454823663401,0.273402578569643,0.0863839298873592,0.0539399654794332,0.413726473936436,0.32477087408651,0.123735230594867,0.054554844101398,0.503060948782776,0.01367513952,0.0019040976624,0.051,0.569640185965176,344.330922034077
567,25311.0499904345,8.27562292,11.2017757597179,12.3389244311338,1.35358701912894,1.10151503616999,0.01960349248,0.036716,0.0005695,0.05688899248,0.0317413834313281,0.000634832311971473,4.53451651408195e-05,0.0324215609084404,0.273171133342032,0.0863108027485466,0.0538943033366214,0.413376239427199,0.32451600925336,0.123661635060518,0.0545091485017622,0.50268679281564,0.01367513952,0.0019040976624,0.051,0.56926602999804,344.900375267378
568,25291.2113649182,8.27562292,11.1935340814321,12.328490354546,1.35259112089076,1.10139391767222,0.01960349248,0.036716,0.0005695,0.05688899248,0.0317180297884594,0.000634365235697768,4.53118025498406e-05,0.032397706826707,0.272940133586521,0.0862378163605306,0.0538487290816045,0.413026679028656,0.32426165585498,0.123588181596228,0.0544635408841543,0.502313378335363,0.01367513952,0.0019040976624,0.051,0.568892615517763,345.469454715021
569,25271.4126642566,8.27562292,11.1853156163086,12.318076428145,1.35159802765743,1.10127213667398,0.01960349248,0.036716,0.0005695,0.05688899248,0.031694741922473,0.000633899474971334,4.52785339265239e-05,0.0323739199313709,0.272709579935481,0.0861649709231142,0.0538032428391436,0.412677793697739,0.324007814337954,0.123514870398086,0.0544180213730702,0.50194070610911,0.01367513952,0.0019040976624,0.051,0.56851994329151,346.038161118876
570,25251.6539218381,8.27562292,11.1771202989663,12.3076826796349,1.35060773152848,1.10114970139251,0.01960349248,0.036716,0.0005695,0.05688899248,0.0316715196481047,0.000633435026086857,4.52453590062041e-05,0.0323502000331978,0.272479473002253,0.0860922666300875,0.0537578447302456,0.412329584362586,0.323754485130357,0.123441701656174,0.0543725900892518,0.501568776875784,0.01367513952,0.0019040976624,0.051,0.568148014058184,346.60649522157
571,25231.9351696236,8.27562292,11.1689480642081,12.2973091358694,1.34962022462571,1.1010266199802,0.01960349248,0.036716,0.0005695,0.05688899248,0.031648362780612,0.000632971885349458,4.52122775249613e-05,0.0323265469434864,0.272249813381352,0.0860197036692931,0.0537125348722033,0.411982051922849,0.323501668641964,0.123368675554643,0.0543272471497282,0.501197591346335,0.01367513952,0.0019040976624,0.051,0.567776828528735,347.174457766452
572,25212.2564381626,8.27562292,11.1607988470205,12.2869558228618,1.3486354990931,1.10090290052508,0.01960349248,0.036716,0.0005695,0.05688899248,0.0316252711357724,0.000632510049074664,4.51792892196189e-05,0.0323029604740667,0.272020601648683,0.0859472822226929,0.0536673133786375,0.411635197250013,0.323249365264455,0.123295792271768,0.0542819926678571,0.50082715020408,0.01367513952,0.0019040976624,0.051,0.56740638738648,347.74204949757
573,25192.6177566099,8.27562292,11.1526725825733,12.2766227657938,1.34765354709677,1.10077855105123,0.01960349248,0.036716,0.0005695,0.05688899248,0.0316022445298828,0.000632049513588384,4.51463938277417e-05,0.0322794404372989,0.271791838361743,0.0858750024664331,0.0536221803595378,0.411289021187714,0.322997575371626,0.123223051980021,0.0542368267533655,0.500457454105013,0.01367513952,0.0019040976624,0.051,0.567036691287413,348.309271159642
574,25173.0191527407,8.27562292,11.1445692062187,12.2663099890249,1.34667436082488,1.10065357951928,0.01960349248,0.036716,0.0005695,0.05688899248,0.031579282779757,0.000631590275226867,4.51135910876334e-05,0.0322559866460715,0.27156352405983,0.0858028645709095,0.0535771359213028,0.410943524552042,0.322746299319587,0.123150454846136,0.0541917495123905,0.500088503678114,0.01367513952,0.0019040976624,0.051,0.566667740860514,348.876123498028
575,25153.4606529671,8.27562292,11.1364886534911,12.256017516102,1.34569793248761,1.10052799382685,0.01960349248,0.036716,0.0005695,0.05688899248,0.0315563857027251,0.00063113233033669,4.5080880738335e-05,0.0322325989138001,0.271335659264244,0.0857308687008315,0.0535321801667808,0.410598708131857,0.322495537446969,0.123078001031168,0.0541467610475191,0.499720299525657,0.01367513952,0.0019040976624,0.051,0.566299536708057,349.4426072587
576,25133.942282353,8.27562292,11.1284308601064,12.2457453697679,1.34472425431709,1.10040180180899,0.01960349248,0.036716,0.0005695,0.05688899248,0.0315335531166317,0.000630675675274715,4.50482625196225e-05,0.032209277054426,0.27110824447849,0.0856590150152858,0.0534873131953087,0.410254572689085,0.322245290075122,0.123005690690561,0.0541018614578283,0.499352842223511,0.01367513952,0.0019040976624,0.051,0.565932079405911,350.008723188225
577,25114.4640646301,8.27562292,11.1203957619617,12.2354935719707,1.34375331856731,1.10027501123866,0.01960349248,0.036716,0.0005695,0.05688899248,0.0315107848398342,0.000630220306408068,4.50157361720049e-05,0.0321860208824143,0.270881280188477,0.0855873036677995,0.0534425351027521,0.409911118959028,0.321995557508311,0.122933523974208,0.0540570508389241,0.498986132321443,0.01367513952,0.0019040976624,0.051,0.565565369503843,350.574472033729
578,25095.0260222129,8.27562292,11.1123832951344,12.2252621438727,1.34278511751408,1.10014762982713,0.01960349248,0.036716,0.0005695,0.05688899248,0.0314880806912019,0.000629766220114105,4.49833014367218e-05,0.0321628302127527,0.270654766862713,0.0855157348064021,0.0533978459815439,0.409568347650659,0.321746340033915,0.122861501026516,0.0540123292829806,0.498620170343411,0.01367513952,0.0019040976624,0.051,0.565199407525812,351.139854542877
579,25075.6281762138,8.27562292,11.1043933958822,12.2150511058589,1.34181964345498,1.10001966522444,0.01960349248,0.036716,0.0005695,0.05688899248,0.031465440490114,0.000629313412780384,4.49509580557417e-05,0.0321397048609501,0.270428704952504,0.0854443085736875,0.0533532459207227,0.409226259446914,0.321497637922618,0.122789621986468,0.0539676968787784,0.498254956787864,0.01367513952,0.0019040976624,0.051,0.564834193970264,351.704871463843
580,25056.2705464581,8.27562292,11.0964260006422,12.2048604775462,1.34085688870926,1.09989112501988,0.01960349248,0.036716,0.0005695,0.05688899248,0.0314428640564585,0.000628861880804642,4.49187057717601e-05,0.0321166446430349,0.270203094892147,0.0853730251068756,0.0533087350059715,0.408884855004994,0.321249451428605,0.12271788698768,0.0539231537117432,0.497890492128029,0.01367513952,0.0019040976624,0.051,0.564469729310429,352.269523545289
581,25036.9531514994,8.27562292,11.0884810460305,12.1946902777918,1.33989684561782,1.09976201674234,0.01960349248,0.036716,0.0005695,0.05688899248,0.031420351210631,0.000628411620594758,4.4886544328197e-05,0.0320936493755539,0.269977937099121,0.0853018845378725,0.0532643133196553,0.408544134956649,0.321001780789752,0.122646296158467,0.0538786998639835,0.497526776812202,0.01367513952,0.0019040976624,0.051,0.564106013994602,352.833811536336
582,25017.6760086333,8.27562292,11.0805584688419,12.1845405247018,1.33893950654314,1.09963234786082,0.01960349248,0.036716,0.0005695,0.05688899248,0.0313979017735325,0.000627962628568733,4.48544734691952e-05,0.0320707188755704,0.269753231974276,0.0852308869933304,0.0532199809408585,0.408204099908465,0.320754626227809,0.122574849621899,0.0538343354143277,0.497163811264036,0.01367513952,0.0019040976624,0.051,0.563743048446436,353.39773618654
583,24998.4391339127,8.27562292,11.072658206049,12.1744112356395,1.33798486386919,1.09950212578482,0.01960349248,0.036716,0.0005695,0.05688899248,0.0313755155665687,0.000627514901154652,4.4822492939618e-05,0.032047852960663,0.269528979902022,0.0851600325947068,0.0531757379454216,0.40786475044215,0.320507987948591,0.122503547495861,0.0537900604383613,0.496801595882813,0.01367513952,0.0019040976624,0.051,0.563380833065213,353.961298245874
584,24979.2425421622,8.27562292,11.064780194802,12.1643024272347,1.33703291000141,1.09937135786477,0.01960349248,0.036716,0.0005695,0.05688899248,0.0313531924116483,0.000627068434790661,4.47906024850472e-05,0.032025051448924,0.269305181250518,0.0850893214583249,0.0531315844059795,0.407526087114822,0.320261866142166,0.122432389893116,0.0537458750084645,0.496440131043746,0.01367513952,0.0019040976624,0.051,0.563019368226146,354.524498464692
585,24960.0862469918,8.27562292,11.0569243724281,12.1542141153906,1.33608363736662,1.09924005139247,0.01960349248,0.036716,0.0005695,0.05688899248,0.0313309321311817,0.000626623225924943,4.47588018517816e-05,0.0320023141589584,0.26908183637185,0.0850187536954293,0.0530875203919955,0.407188110459275,0.320016260983032,0.122361376921354,0.0537017791938473,0.496079417098233,0.01367513952,0.0019040976624,0.051,0.562658654280634,355.087337593714
586,24940.970260812,8.27562292,11.0490906764312,12.1441463152933,1.33513703841296,1.0991082136015,0.01960349248,0.036716,0.0005695,0.05688899248,0.0313087345480791,0.000626179271015679,4.47270907868342e-05,0.0319796409098816,0.268858945602222,0.0849483294122466,0.0530435459697998,0.406850820984269,0.319771172630302,0.122290508683262,0.0536577730605867,0.495719454374151,0.01367513952,0.0019040976624,0.051,0.562298691556551,355.649816383998
587,24921.8945948466,8.27562292,11.041279044491,12.1340990414194,1.33419310560987,1.09897585166762,0.01960349248,0.036716,0.0005695,0.05688899248,0.0312865994857499,0.000625736566531028,4.46954690379306e-05,0.0319570315213189,0.26863650926213,0.0848780487100401,0.0529996612026234,0.406514219174794,0.31952660122788,0.122219785276571,0.0536138566716614,0.495360243176112,0.01367513952,0.0019040976624,0.051,0.561939480358512,356.211935586922
588,24902.8592591476,8.27562292,11.0334894144628,12.124072307544,1.33325183144797,1.09884297270922,0.01960349248,0.036716,0.0005695,0.05688899248,0.0312645267681008,0.000625295108949099,4.46639363535071e-05,0.0319344858134034,0.268414527656542,0.0848079116851673,0.052955866150634,0.406178305492343,0.319282546904642,0.122149206794116,0.0535700300869875,0.495001783785746,0.01367513952,0.0019040976624,0.051,0.561581020968146,356.773695954152
589,24883.8642626085,8.27562292,11.025721724377,12.1140661267492,1.33231320843906,1.09870958378769,0.01960349248,0.036716,0.0005695,0.05688899248,0.0312425162195345,0.00062485489475792,4.46324924827086e-05,0.0319120036067751,0.26819300107508,0.0847379184291371,0.0529121608709716,0.405843080375189,0.319039009774615,0.122078773323895,0.0535262933634543,0.494644076461964,0.01367513952,0.0019040976624,0.051,0.561223313644364,357.33509823763
590,24864.9096129777,8.27562292,11.0179759124385,12.1040805114315,1.331377229116,1.09857569190789,0.01960349248,0.036716,0.0005695,0.05688899248,0.0312205676649479,0.000624415920455404,4.4601137175386e-05,0.0318895847225787,0.267971929792192,0.0846680690286633,0.0528685454177822,0.405508544238638,0.31879598993714,0.122008484949119,0.0534826465549576,0.494287121441217,0.01367513952,0.0019040976624,0.051,0.560866358623617,357.89614318954
591,24845.9953168724,8.27562292,11.0102519170261,12.0941154733101,1.3304438860327,1.09844130401848,0.01960349248,0.036716,0.0005695,0.05688899248,0.0311986809297315,0.000623978182549336,4.45698701820954e-05,0.0318672289824629,0.267751314067328,0.0845983635657212,0.052825019842253,0.405174697475302,0.318553487477059,0.121938341748271,0.0534390897124351,0.493930918937765,0.01367513952,0.0019040976624,0.051,0.560510156120165,358.456831562295
592,24827.1213797917,8.27562292,11.0025496766924,12.0841710234343,1.32951317176404,1.09830642701239,0.01960349248,0.036716,0.0005695,0.05688899248,0.0311768558397675,0.000623541677557335,4.45386912540954e-05,0.031844936208579,0.267531154145108,0.0845288021176012,0.0527815841926456,0.404841540455355,0.318311502464875,0.121868343795159,0.0533956228838997,0.493575469143934,0.01367513952,0.0019040976624,0.051,0.560154706326334,359.017164108511
593,24808.2878061299,8.27562292,10.9948691301629,12.0742471721915,1.32858507890581,1.09817106772717,0.01960349248,0.036716,0.0005695,0.05688899248,0.0311550922214285,0.000623106402006825,4.45076001433447e-05,0.0318227062235787,0.267311450255499,0.0844593847569631,0.0527382385143306,0.404509073526793,0.318070034956928,0.12179849115897,0.0533522461144739,0.493220772230372,0.01367513952,0.0019040976624,0.051,0.559800009412772,359.577141580981
594,24789.4945991892,8.27562292,10.9872102163359,12.0643439293148,1.32765960007466,1.09803523294543,0.01960349248,0.036716,0.0005695,0.05688899248,0.0311333899015762,0.000622672352435017,4.44765966025012e-05,0.0318005388506138,0.26709220261398,0.0843901115518895,0.0526949828498198,0.40417729701569,0.317829084995557,0.121728783904324,0.0533089594464223,0.492866828346303,0.01367513952,0.0019040976624,0.051,0.559446065528703,360.136764732667
595,24770.7417611932,8.27562292,10.9795728742815,12.0544613038902,1.32673672790803,1.09789892939519,0.01960349248,0.036716,0.0005695,0.05688899248,0.0311117487075598,0.000622239525388868,4.44456803849191e-05,0.0317784339133336,0.26687341142171,0.0843209825659378,0.0526518172388003,0.403846211226448,0.31758865260927,0.121659222091327,0.0532657629191852,0.492513637619782,0.01367513952,0.0019040976624,0.051,0.559092874802182,360.696034316659
596,24752.0292932993,8.27562292,10.9719570432416,12.0445993043646,1.3258164550641,1.09776216375033,0.01960349248,0.036716,0.0005695,0.05688899248,0.0310901684672148,0.000621807917425064,4.44148512446474e-05,0.0317563912358845,0.266655076865691,0.0842519978581937,0.0526087417181661,0.403515816442051,0.317348737812906,0.121589805775619,0.0532226565694107,0.492161200157935,0.01367513952,0.0019040976624,0.051,0.558740437340335,361.254951086173
597,24733.3571956117,8.27562292,10.9643626626292,12.034757938553,1.32489877422173,1.09762494263092,0.01960349248,0.036716,0.0005695,0.05688899248,0.0310686490088618,0.000621377525109991,4.43841089364279e-05,0.0317344106429082,0.266437199118939,0.0841831574833228,0.0525657563220517,0.403186112924314,0.317109340607801,0.121520535008433,0.0531796404309881,0.491809516047222,0.01367513952,0.0019040976624,0.051,0.558388753229622,361.813515794517
598,24714.7254671937,8.27562292,10.956789672028,12.0249372136457,1.32398367808039,1.09748727260364,0.01960349248,0.036716,0.0005695,0.05688899248,0.0310471901613046,0.000620948345019702,4.4353453215693e-05,0.03171249195954,0.266219778340642,0.0841144614916217,0.0525228610818633,0.402857100914127,0.316870460981947,0.121451409836641,0.053136714535079,0.491458585353667,0.01367513952,0.0019040976624,0.051,0.558037822536067,362.371729195079
599,24696.1341060802,8.27562292,10.9492380111916,12.0151371362157,1.32307115936012,1.09734916018216,0.01960349248,0.036716,0.0005695,0.05688899248,0.0310257917538296,0.000620520373739898,4.43228838385641e-05,0.0316906350114081,0.266002814676318,0.0840459099290682,0.0524800560263105,0.402528780631696,0.316632098910147,0.121382430302808,0.0530938789101491,0.491108408123105,0.01367513952,0.0019040976624,0.051,0.557687645305505,362.929592041298
600,24677.5831092902,8.27562292,10.9417076200436,12.0053577122258,1.32216121080148,1.09721061182751,0.01960349248,0.036716,0.0005695,0.05688899248,0.0310044536162037,0.000620093607865892,4.42924005618495e-05,0.0316688396246315,0.265786308257979,0.083977502837373,0.0524373411814383,0.40220115227679,0.316394254354183,0.121313596445239,0.0530511335820002,0.490758984381422,0.01367513952,0.0019040976624,0.051,0.557338221563822,363.487105086654
601,24659.0724728388,8.27562292,10.9341984386768,11.9955989470361,1.32125382516544,1.09707163394848,0.01960349248,0.036716,0.0005695,0.05688899248,0.0309831755786735,0.000619668044002593,4.42620031430423e-05,0.0316471056258192,0.265570259204289,0.0839092402540287,0.0523947165706579,0.401874216028976,0.316156927262963,0.121244908298031,0.053008478573801,0.490410314134795,0.01367513952,0.0019040976624,0.051,0.556989551317195,364.044269084639
602,24640.6021917494,8.27562292,10.9267104073525,11.9858608454105,1.3203489952334,1.09693223290198,0.01960349248,0.036716,0.0005695,0.05688899248,0.0309619574719636,0.000619243678764466,4.4231691340319e-05,0.0316254328420684,0.265354667620719,0.0838411222123595,0.0523521822147777,0.401547972047856,0.315920117572683,0.121176365891124,0.052965913906118,0.490062397369925,0.01367513952,0.0019040976624,0.051,0.556641634552325,364.601084788743
603,24622.1722600657,8.27562292,10.9192434665004,11.976143411524,1.31944671380706,1.09679241499341,0.01960349248,0.036716,0.0005695,0.05688899248,0.0309407991272753,0.000618820508775513,4.42014649125366e-05,0.0316038211009633,0.265139533599698,0.0837731487415697,0.0523097381320334,0.401222420473301,0.315683825206973,0.121107969250345,0.0529234395969459,0.489715234054265,0.01367513952,0.0019040976624,0.051,0.556294471236665,365.157552952433
604,24603.7826708633,8.27562292,10.911797556718,11.9664466489697,1.31854697370842,1.09665218647705,0.01960349248,0.036716,0.0005695,0.05688899248,0.0309197003762854,0.000618398530669247,4.41713236192319e-05,0.0315822702305739,0.264924857220773,0.0837053198667926,0.0522673843381188,0.400897561425684,0.315448050077058,0.121039718397462,0.052881055661738,0.489368824136258,0.01367513952,0.0019040976624,0.051,0.555948061318658,365.713674329136
605,24585.4334162616,8.27562292,10.90437261877,11.9567705607654,1.31764976777966,1.0965115535564,0.01960349248,0.036716,0.0005695,0.05688899248,0.0308986610511449,0.000617977741088661,4.41412672206187e-05,0.0315607800594542,0.264710638550755,0.0836376356091379,0.0522251208462152,0.400573395006108,0.3152127920819,0.120971613350227,0.0528387621134358,0.489023167545563,0.01367513952,0.0019040976624,0.051,0.555602404727963,366.269449672213
606,24567.1244874356,8.27562292,10.8969685935882,11.9471151493606,1.31675508888317,1.09637052238458,0.01960349248,0.036716,0.0005695,0.05688899248,0.0308776809844774,0.000617558136686206,4.41112954775861e-05,0.0315393504166412,0.264496877643873,0.0835700959857395,0.0521829476670213,0.400249921296634,0.314978051108351,0.120903654122426,0.0527965589624989,0.488678264193275,0.01367513952,0.0019040976624,0.051,0.555257501375675,366.824879734952
607,24548.8558746272,8.27562292,10.8895854222704,11.937480416643,1.3158629299014,1.09622909906465,0.01960349248,0.036716,0.0005695,0.05688899248,0.0308567600093781,0.000617139714123757,4.4081408151697e-05,0.0315179811316536,0.264283574541922,0.083502701009803,0.0521408648087832,0.399927140360509,0.3147438270313,0.120835840723927,0.0527544462169349,0.488334113972162,0.01367513952,0.0019040976624,0.051,0.554913351154562,367.379965270536
608,24530.6275671563,8.27562292,10.8822230460805,11.9278663639455,1.31497328373687,1.09608728965003,0.01960349248,0.036716,0.0005695,0.05688899248,0.0308358979594121,0.000616722470072594,4.40516050051853e-05,0.0314966720344899,0.264070729274407,0.0834354506906506,0.0520988722773217,0.399605052242379,0.314510119713819,0.120768173160723,0.0527124238823269,0.487990716756869,0.01367513952,0.0019040976624,0.051,0.554569953939269,367.934707032037
609,24512.4395534327,8.27562292,10.874881406448,11.9182729920524,1.31408614331209,1.0959451001448,0.01960349248,0.036716,0.0005695,0.05688899248,0.0308150946686133,0.000616306401213372,4.40218858009551e-05,0.0314754229556276,0.263858341858694,0.0833683450337693,0.0520569700760631,0.399283656968526,0.314276929007307,0.120700651434983,0.0526704919618641,0.487648072404154,0.01367513952,0.0019040976624,0.051,0.554227309586554,368.48910577239
610,24494.2918209667,8.27562292,10.867560444967,11.9087003012061,1.3132015015695,1.09580253650407,0.01960349248,0.036716,0.0005695,0.05688899248,0.0307943499714833,0.000615891504236096,4.39922503025783e-05,0.0314542337260219,0.263646412300149,0.083301384040855,0.0520151582060663,0.39896295454707,0.314044254751633,0.120633275545091,0.0526286504563688,0.487306180753092,0.01367513952,0.0019040976624,0.051,0.553885417935492,369.043162244379
611,24476.1843563805,8.27562292,10.8602601033964,11.8991482911138,1.31231935147141,1.09565960463438,0.01960349248,0.036716,0.0005695,0.05688899248,0.0307736637029895,0.000615477775840093,4.39626982742924e-05,0.0314331041771039,0.263434940592288,0.0832345677098584,0.0519734366660516,0.398642944968198,0.313812096775278,0.120566045485698,0.0525868993643259,0.486965041625302,0.01367513952,0.0019040976624,0.051,0.553544278807702,369.596877200617
612,24458.1171454192,8.27562292,10.852980323659,11.8896169609534,1.31143968599997,1.09551631039398,0.01960349248,0.036716,0.0005695,0.05688899248,0.0307530356985644,0.000615065212733986,4.3933229480999e-05,0.0314120341407794,0.263223926716912,0.0831678960350297,0.0519318054524288,0.398323628204371,0.313580454895477,0.120498961247764,0.0525452386819098,0.48662465482515,0.01367513952,0.0019040976624,0.051,0.55320389200755,370.150251393533
613,24440.0901729611,8.27562292,10.8457210478412,11.8801063093801,1.31056249815708,1.09537265959324,0.01960349248,0.036716,0.0005695,0.05688899248,0.0307324657941037,0.000614653811635669,4.3903843688262e-05,0.0313910234494277,0.263013370644251,0.0831013690069626,0.0518902645593244,0.398005004210538,0.313349328918355,0.120432022818598,0.0525036684030127,0.486285020139966,0.01367513952,0.0019040976624,0.051,0.552864257322366,370.703285575348
614,24422.103423029,8.27562292,10.8384822181925,11.8706163345329,1.30968778096435,1.09522865799493,0.01960349248,0.036716,0.0005695,0.05688899248,0.0307119538259657,0.000614243569272279,4.38745406623056e-05,0.0313700719359003,0.2628032723331,0.0830349866126381,0.0518488139786091,0.397687072924347,0.313118718639066,0.12036523018191,0.0524621885192714,0.485946137340247,0.01367513952,0.0019040976624,0.051,0.552525374522647,371.255980498065
615,24404.1568788006,8.27562292,10.8312637771251,11.8611470340403,1.30881552746305,1.09508431131465,0.01960349248,0.036716,0.0005695,0.05688899248,0.0306914996309693,0.000613834482380171,4.38453201700122e-05,0.0313491794335194,0.262593631730959,0.0829687488354685,0.0518074536999251,0.397369834266353,0.312888623841928,0.120298583317849,0.0524207990200951,0.485608006179872,0.01367513952,0.0019040976624,0.051,0.552187243362272,371.808336913447
616,24386.2505226191,8.27562292,10.8240656672134,11.8516984050269,1.30794573071406,1.09493962522107,0.01960349248,0.036716,0.0005695,0.05688899248,0.030671103046393,0.000613426547704895,4.38161819789211e-05,0.0313283457760768,0.262384448774169,0.0829026556553401,0.0517661837107129,0.397053288140222,0.312659044300562,0.120232082203045,0.0523794998926918,0.485270626396299,0.01367513952,0.0019040976624,0.051,0.551849863578699,372.360355573004
617,24368.3843360033,8.27562292,10.8168878311936,11.8422704441193,1.3070783837978,1.09479460533636,0.01960349248,0.036716,0.0005695,0.05688899248,0.030650763909974,0.000613019762001168,4.37871258572263e-05,0.0313075707978324,0.262175723388045,0.0828367070486555,0.051725003996238,0.396737434432939,0.312429979778019,0.120165726810657,0.0523382911220952,0.484933997710771,0.01367513952,0.0019040976624,0.051,0.551513234893171,372.912037227975
618,24350.5582996586,8.27562292,10.809730211963,11.8328631474521,1.30621347981416,1.09464925723648,0.01960349248,0.036716,0.0005695,0.05688899248,0.0306304820599061,0.000612614122032843,4.37581515737745e-05,0.0312868543335127,0.261967455487012,0.0827709029883766,0.0516839145396171,0.396422273015006,0.312201430026918,0.120099517110409,0.0522971726911909,0.484598119828519,0.01367513952,0.0019040976624,0.051,0.551177357010919,373.463382629311
619,24332.7723934862,8.27562292,10.80259275258,11.8234765106738,1.3053510118825,1.0945035864515,0.01960349248,0.036716,0.0005695,0.05688899248,0.030610257334839,0.000612209624572891,4.37292588980637e-05,0.03126619621831,0.261759644974735,0.0827052434440652,0.051642915321844,0.396107803740644,0.311973394789574,0.120033453068638,0.052256144580742,0.484262992438954,0.01367513952,0.0019040976624,0.051,0.550842229621354,374.014392527664
620,24315.0265965944,8.27562292,10.795475396263,11.8141105289532,1.30449097314152,1.094357598466,0.01960349248,0.036716,0.0005695,0.05688899248,0.0305900895738768,0.000611806266403371,4.37004476002408e-05,0.0312455962878805,0.261552291744251,0.0826397283819259,0.051602006321816,0.395794026447993,0.311745873798128,0.119967534648329,0.0522152067694163,0.483928615215873,0.01367513952,0.0019040976624,0.051,0.550507852398273,374.565067673363
621,24297.3208873075,8.27562292,10.7883780863907,11.8047651969844,1.30363335674926,1.0942112987193,0.01960349248,0.036716,0.0005695,0.05688899248,0.0305699786165768,0.000611404044315404,4.36717174511003e-05,0.0312250543783433,0.261345395678099,0.0825743577648455,0.051561187516359,0.395480940959303,0.311518866774675,0.119901761809161,0.0521743592338101,0.483594987817646,0.01367513952,0.0019040976624,0.051,0.550174225000046,375.115408816405
622,24279.6552431763,8.27562292,10.7813007665012,11.7954405089935,1.30277815588306,1.09406469260587,0.01960349248,0.036716,0.0005695,0.05688899248,0.0305499243029484,0.000611002955109154,4.36430682220824e-05,0.0312045703262796,0.261138956648444,0.0825091315524339,0.0515204588802524,0.395168547081131,0.311292373431393,0.119836134507543,0.0521336019484745,0.48326210988741,0.01367513952,0.0019040976624,0.051,0.54984134706981,375.665416706438
623,24262.029640988,8.27562292,10.7742433802913,11.7861364587436,1.30192536373943,1.09391778547562,0.01960349248,0.036716,0.0005695,0.05688899248,0.0305299264734512,0.000610602995593791,4.36144996852708e-05,0.0311841439687302,0.260932974517212,0.0824440497010649,0.0514798203862552,0.394856844604532,0.311066393470664,0.119770652696659,0.0520929348859405,0.482929981053263,0.01367513952,0.0019040976624,0.051,0.549509218235663,376.215092092747
624,24244.4440567754,8.27562292,10.767205871617,11.776853039541,1.30107497353407,1.09377058263422,0.01960349248,0.036716,0.0005695,0.05688899248,0.0305099849689945,0.000610204162587479,4.35860116133914e-05,0.0311637751431954,0.26072744913621,0.0823791121639156,0.0514392720051302,0.394545833305256,0.310840926585205,0.119705316326503,0.0520523580167436,0.482598600928452,0.01367513952,0.0019040976624,0.051,0.549177838110852,376.764435724234
625,24226.8984658273,8.27562292,10.7601881844917,11.7675902442406,1.30022697850179,1.09362308934343,0.01960349248,0.036716,0.0005695,0.05688899248,0.0304900996309356,0.000609806452917338,4.35576037798099e-05,0.0311434636876327,0.260522380347252,0.0823143188910059,0.0513988137056686,0.394235512943926,0.310615972458187,0.119640125343923,0.0520118713094484,0.482267969111559,0.01367513952,0.0019040976624,0.051,0.548847206293959,377.313448349411
626,24209.3928426969,8.27562292,10.7531902630872,11.7583480652512,1.29938137189644,1.09347531082143,0.01960349248,0.036716,0.0005695,0.05688899248,0.0304702703010785,0.000609409863419428,4.35292759585306e-05,0.0311232094404565,0.26031776798228,0.0822496698292368,0.0513584454547144,0.393925883266231,0.310391530763359,0.119575079692656,0.0519714747306729,0.481938085186688,0.01367513952,0.0019040976624,0.051,0.548517322369088,377.862130716377
627,24191.9271612125,8.27562292,10.746212051732,11.7491264945418,1.29853814699087,1.0933272522431,0.01960349248,0.036716,0.0005695,0.05688899248,0.0304504968216729,0.000609014390938718,4.35010279241941e-05,0.0311030122405358,0.260113611863491,0.0821851649224294,0.0513181672171883,0.393616944003109,0.310167601165164,0.119510179313368,0.0519311682451125,0.481608948723645,0.01367513952,0.0019040976624,0.051,0.548188185906045,378.410483572812
